,,,,,,,Misc,,,Approx Val,,,Passing,,,,,Rushing,,,Receiving,,,,,,,
6,191,CIN,Dezmon Briscoe,WR,21,2012,0,0,0,4,,25,0,0,0,0,0,1,1,0,43,502,7,,,,Kansas,College Stats
6,192,BUF,Danny Batten,DE,22,2011,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,17,,0.5,South Dakota St.,
6,193,GNB,James Starks,RB,24,2016,0,0,0,27,27,76,0,0,0,0,0,618,2506,9,125,1017,6,,,,Buffalo,College Stats
6,194,BAL,Ramon Harewood,T,23,2012,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,,,,Morehouse,
6,195,PIT,Antonio Brown,WR,22,2020,4,7,7,89,87,139,3,6,35,1,1,34,122,0,886,11746,79,6,,,Central Michigan,College Stats
6,196,DAL,Jamar Wall,DB,22,2010,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,1,,,Texas Tech,College Stats
6,197,HOU,Trindon Holliday,WR,24,2014,0,0,0,4,0,33,0,0,0,0,0,1,7,0,2,17,0,,,,LSU,College Stats
6,198,CAR,David Gettis,WR,23,2012,0,0,1,3,3,17,0,0,0,0,0,3,2,0,37,508,3,1,,,Baylor,College Stats
6,199,MIN,Joe Webb,WR,23,2020,0,0,0,4,4,104,90,159,888,3,6,50,326,4,10,74,0,24,,,Ala-Birmingham,College Stats
6,200,PHI,Charles Scott,RB,,,0,0,0,,,,,,,,,,,,,,,,,,LSU,College Stats
6,201,ARI,Jorrick Calvin,DB,23,2010,0,0,0,1,,12,0,0,0,0,0,0,0,0,0,0,0,1,,,Troy,College Stats
6,202,CAR,Jordan Pugh,DB,22,2013,0,0,0,4,3,44,0,0,0,0,0,0,0,0,0,0,0,44,2,1,Texas A&M,College Stats
6,203,JAX,Scotty McGee,DB,,,0,0,0,,,,,,,,,,,,,,,,,,James Madison,
6,204,CAR,Tony Pike,QB,24,2010,0,0,0,0,0,1,6,12,47,0,0,0,0,0,0,0,0,,,,Cincinnati,College Stats
6,205,NWE,Ted Larsen,C,23,2019,0,0,5,35,,137,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina St.,College Stats
6,206,SFO,Kyle Williams,WR,22,2014,0,0,0,6,6,39,0,0,0,0,0,8,76,0,47,574,4,,,,Arizona St.,College Stats
6,207,TEN,Myron Rolle,DB,,,0,0,0,,,,,,,,,,,,,,,,,,Florida St.,
7,208,NWE,Thomas Welch,T,23,2013,0,0,0,2,1,27,0,0,0,0,0,0,0,0,0,0,0,,,,Vanderbilt,College Stats
7,209,BUF,Levi Brown,QB,23,2010,0,0,0,0,0,1,2,3,24,0,1,0,0,0,0,0,0,,,,Troy,College Stats
7,210,TAM,Cody Grimm,DB,23,2012,0,0,1,6,6,23,0,0,0,0,0,0,0,0,0,0,0,56,2,,Virginia Tech,College Stats
7,211,STL,Marquis Johnson,DB,22,2011,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,,,Alabama,College Stats
7,212,MIA,Chris McCoy,DE,,,0,0,0,,,,,,,,,,,,,,,,,,Middle Tenn. St.,
7,213,DET,Willie Young,DE,24,2017,0,0,2,23,8,98,0,0,0,0,0,0,0,0,0,0,0,122,1,32,North Carolina St.,College Stats
7,214,MIN,Mickey Shuler,TE,23,2015,0,0,0,0,,10,0,0,0,0,0,0,0,0,2,44,0,,,,Penn St.,College Stats
7,215,OAK,Jeremy Ware,DB,23,2010,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,1,1,,Michigan St.,College Stats
7,216,BUF,Kyle Calloway,T,,,0,0,0,,,,,,,,,,,,,,,,,,Iowa,College Stats
7,217,TAM,Dekoda Watson,LB,22,2019,0,0,0,10,8,108,0,0,0,0,0,0,0,0,0,0,0,122,1,6,Florida St.,College Stats
7,218,CHI,J'Marcus Webb,T,22,2020,0,0,4,31,19,96,0,0,0,0,0,0,0,0,0,0,0,,,,West Texas A&M,
7,219,WAS,Terrence Austin,WR,22,2011,0,0,0,1,1,18,0,0,0,0,0,0,0,0,15,184,0,2,,,UCLA,College Stats
7,220,PHI,Jamar Chaney,LB,23,2014,0,0,1,13,12,54,0,0,0,0,0,0,0,0,0,0,0,122,3,1,Mississippi St.,College Stats
7,221,NYG,Matt Dodge,P,23,2010,0,0,0,2,2,16,0,0,0,0,0,1,0,0,0,0,0,3,,,East Carolina,College Stats
7,222,TEN,Marc Mariani,WR,23,2016,0,1,0,5,3,70,0,0,0,0,0,2,19,0,27,324,0,7,,,Montana,
7,223,CAR,R.J. Stanford,DB,22,2014,0,0,0,4,1,46,0,0,0,0,0,0,0,0,0,0,0,39,2,,Utah,
7,224,SFO,Phillip Adams,DB,22,2015,0,0,0,10,1,78,0,0,0,0,0,0,0,0,0,0,0,108,5,,South Carolina St.,
7,225,DEN,Syd'Quan Thompson,DB,23,2010,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,12,2,,California,College Stats
7,226,STL,George Selvie,DE,23,2015,0,0,2,17,2,80,0,0,0,0,0,0,0,0,0,0,0,101,,14,South Florida,College Stats
7,227,HOU,Dorin Dickerson,WR,22,2013,0,0,0,1,0,23,0,0,0,0,0,1,-8,0,11,151,0,,,,Pittsburgh,College Stats
7,228,CIN,Reggie Stephens,C,23,2012,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,Iowa St.,
7,229,WAS,Erik Cook,C,23,2011,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,,,,New Mexico,
7,230,GNB,C.J. Wilson,DE,23,2016,0,0,2,14,9,84,0,0,0,0,0,0,0,0,0,0,0,87,,7.5,East Carolina,College Stats
7,231,WAS,Selvish Capers,T,24,2012,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,,,,West Virginia,College Stats
7,232,DEN,Jammie Kirlew,DE,23,2011,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,,Indiana,College Stats
7,233,ARI,Jim Dray,TE,23,2017,0,0,2,4,2,94,0,0,0,0,0,0,0,0,56,605,3,10,,,Stanford,College Stats
7,234,DAL,Sean Lissemore,DT,22,2015,0,0,2,14,4,69,0,0,0,0,0,0,0,0,0,0,0,78,1,6.5,William & Mary,
7,235,SDG,Dedrick Epps,TE,22,2012,0,0,0,0,,6,0,0,0,0,0,0,0,0,1,9,0,,,,Miami (FL),College Stats
7,236,SEA,Dexter Davis,LB,23,2012,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,10,,1,Arizona St.,College Stats
7,237,MIN,Ryan D'Imperio,RB,23,2011,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,7,0,7,,,Rutgers,
7,238,IND,Ricardo Mathews,DT,23,2016,0,0,0,15,5,96,0,0,0,0,0,0,0,0,0,0,0,66,,5,Cincinnati,College Stats
7,239,NOR,Sean Canfield,QB,24,,0,0,0,,,,,,,,,,,,,,,,,,Oregon St.,
7,240,IND,Kavell Conner,LB,23,2015,0,0,3,20,15,78,0,0,0,0,0,0,0,0,0,0,0,208,,2,Clemson,College Stats
7,241,TEN,David Howard,DT,,,0,0,0,,,,,,,,,,,,,,,,,,Brown,
7,242,PIT,Doug Worthington,DT,23,2015,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,2,,,Ohio St.,
7,243,PHI,Jeff Owens,DT,23,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,College Stats
7,244,PHI,Kurt Coleman,DB,22,2019,0,0,6,35,12,146,0,0,0,0,0,0,0,0,0,0,0,401,21,2,Ohio St.,College Stats
7,245,SEA,Jameson Konz,TE,24,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,Kent St.,
7,246,IND,Ray Fisher,DB,,,0,0,0,,,,,,,,,,,,,,,,,,Indiana,College Stats
7,247,NWE,Brandon Deaderick,DE,23,2014,0,0,0,8,7,60,0,0,0,0,0,0,0,0,0,0,0,41,,5.5,Alabama,College Stats
7,248,NWE,Kade Weston,DT,,,0,0,0,,,,,,,,,,,,,,,,,,Georgia,College Stats
7,249,CAR,Robert McClain,DB,22,2017,0,0,1,15,4,94,0,0,0,0,0,0,0,0,0,0,0,239,7,2.5,Connecticut,College Stats
7,250,NWE,Zac Robinson,QB,23,2012,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,Oklahoma St.,
7,251,OAK,Stevie Brown,DB,23,2014,0,0,1,10,1,55,0,0,0,0,0,0,0,0,0,0,0,123,8,1,Michigan,College Stats
7,252,MIA,Austin Spitler,LB,23,2013,0,0,0,5,5,55,0,0,0,0,0,0,0,0,0,0,0,27,,,Ohio St.,College Stats
7,253,TAM,Erik Lorig,DE,23,2014,0,0,1,1,1,66,0,0,0,0,0,3,4,0,39,220,2,19,,,Stanford,College Stats
7,254,STL,Josh Hull,LB,23,2013,0,0,0,3,2,39,0,0,0,0,0,0,0,0,0,0,0,18,,,Penn St.,College Stats
7,255,DET,Tim Toone,WR,25,2012,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,Weber St.,
